,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
Iso_2_779,35,46,40,46,32,54,48,37,51,45
Iso_2_780,708,714,529,645,753,616,565,609,592,471
Iso_2_781,342,489,268,252,191,395,261,260,392,392
Iso_2_782,231,351,289,247,266,293,298,235,255,278
Iso_2_783,58,73,54,54,60,55,28,85,55,28
Iso_2_784,3,5,6,8,4,2,3,3,12,4
Iso_2_785,458,672,700,560,484,649,543,468,700,567
Iso_2_786,23,55,38,37,44,45,61,34,32,62
Iso_2_787,115,146,139,131,72,147,140,138,116,129
Iso_2_788,172,219,202,262,217,143,159,206,212,220
Iso_2_789,147,163,187,227,34,88,281,170,99,256
Iso_2_790,27,16,25,12,22,28,9,44,31,21
Iso_2_791,2600,2692,2254,2172,2054,2519,3067,2444,2839,2068
Iso_2_792,4,4,0,5,1,2,1,5,2,4
Iso_2_793,126,100,88,146,85,158,90,159,51,143
Iso_2_794,217,263,338,293,240,283,317,252,195,249
Iso_2_795,467,497,305,396,429,393,408,409,491,383
Iso_2_796,479,203,313,356,421,550,336,354,353,413
Iso_2_797,10,27,24,21,22,17,24,5,10,18
Iso_2_798,76,61,72,36,35,77,62,84,31,60
Iso_2_799,112,173,81,169,123,129,151,178,119,100
Iso_2_800,1099,495,638,619,371,336,643,746,712,744
Iso_2_801,1,5,8,4,5,1,3,5,11,4
Iso_2_802,7,5,13,9,3,3,19,11,27,20
Iso_2_803,400,386,415,325,387,402,384,382,393,411
Iso_2_804,510,465,316,327,388,328,416,248,297,512
Iso_2_805,7,3,16,18,8,10,20,22,13,28
Iso_2_806,104,83,91,87,100,102,108,136,100,107
Iso_2_807,194,91,109,27,114,196,81,63,61,125
Iso_2_808,75,120,85,113,99,93,86,63,79,113
Iso_2_809,33,17,23,54,46,37,33,37,66,29
Iso_2_810,347,281,251,221,269,284,302,300,305,303
Iso_2_811,18,12,10,18,22,7,9,19,4,11
Iso_2_812,998,887,961,965,946,1068,927,1119,1057,967
Iso_2_813,185,372,284,285,562,339,308,621,271,123
Iso_2_814,643,611,685,917,830,408,615,532,547,368
Iso_2_815,457,405,548,595,772,930,663,571,501,689
Iso_2_816,398,364,409,417,482,452,356,317,450,510
Iso_2_817,12,18,9,27,17,10,27,16,25,6
Iso_2_818,60,121,75,31,38,83,117,12,66,147
Iso_2_819,389,206,343,237,237,328,279,314,335,272
Iso_2_820,4040,2798,2493,3099,2728,3924,3775,3811,3184,3144
Iso_2_821,67,55,28,24,6,23,34,55,50,104
Iso_2_822,107,89,68,80,91,84,118,98,77,105
Iso_2_823,121,121,167,124,163,152,148,119,165,131
Iso_2_824,340,255,568,558,712,724,541,454,660,355
Iso_2_825,366,363,288,330,380,394,348,288,307,315
Iso_2_826,7,12,9,5,7,1,2,3,0,4
Iso_2_827,4,7,13,5,15,15,2,5,15,6
Iso_2_828,803,1026,1035,1377,738,858,992,1333,969,829
Iso_2_829,19,2,4,7,12,7,9,5,16,2
Iso_2_830,66,77,75,70,92,77,77,65,65,76
Iso_2_831,161,172,237,155,219,138,172,151,157,145
Iso_2_832,267,273,266,282,330,179,231,326,288,275
Iso_2_833,51,58,50,56,49,70,56,56,45,62
Iso_2_834,689,518,863,758,558,374,673,658,851,551
Iso_2_835,225,269,226,273,195,216,164,159,215,199
Iso_2_836,4,2,6,4,5,8,3,4,5,7
Iso_2_837,1525,943,1263,1856,2035,1086,1853,1211,966,885
Iso_2_838,67,38,59,44,48,42,51,49,79,56
Iso_2_839,0,2,0,0,2,3,3,1,0,1
Iso_2_840,38,29,70,42,25,69,30,51,91,37
Iso_2_841,24,15,20,22,23,18,14,9,24,5
Iso_2_842,942,591,781,574,680,747,396,1042,850,695
Iso_2_843,116,24,28,176,30,29,22,66,93,84
Iso_2_844,12,16,14,27,17,30,6,33,6,8
Iso_2_845,4711,4319,4431,6518,5114,4707,4348,5202,6054,4409
Iso_2_846,113,139,164,179,108,126,110,88,162,174
Iso_2_847,59,67,113,117,61,64,89,58,101,105
Iso_2_848,220,143,155,116,204,135,153,141,175,136
Iso_2_849,36,23,28,25,46,25,16,37,26,16
Iso_2_850,155,90,89,97,200,222,95,137,101,156
Iso_2_851,296,219,160,179,226,228,244,99,181,229
Iso_2_852,63,52,41,44,50,61,48,42,54,65
Iso_2_853,1432,1881,1532,1871,1531,1219,2413,1599,1502,1203
Iso_2_854,996,1082,1138,987,1062,1207,1338,1231,1478,964
Iso_2_855,107,137,84,88,114,118,101,105,102,145
Iso_2_856,43,32,15,8,25,26,26,13,14,21
Iso_2_857,818,928,832,807,767,840,868,834,859,916
Iso_2_858,965,962,1301,999,1363,923,1150,1077,990,827
Iso_2_859,272,258,245,317,337,329,208,312,279,275
Iso_2_860,435,368,555,483,482,449,412,484,539,444
Iso_2_861,99,104,150,57,126,110,106,88,120,130
Iso_2_862,1,0,2,1,1,1,0,0,1,0
Iso_2_863,137,135,169,55,157,113,153,88,156,117
Iso_2_864,64,40,52,60,38,60,55,55,44,55
Iso_2_865,352,284,316,227,140,206,270,290,249,330
Iso_2_866,277,711,354,502,512,404,529,506,396,493
Iso_2_867,117,110,121,88,95,103,94,75,151,103
Iso_2_868,303,283,180,166,80,162,229,41,119,101
Iso_2_869,10,29,4,10,13,20,19,23,18,17
Iso_2_870,343,244,351,381,326,386,364,384,429,287
Iso_2_871,13,15,23,26,20,13,21,27,19,19
Iso_2_872,84,93,93,84,79,80,87,101,61,51
Iso_2_873,236,292,169,205,216,310,229,160,289,224
Iso_2_874,617,494,1211,658,662,506,920,743,1064,743
Iso_2_875,273,272,412,220,258,210,201,436,244,275
Iso_2_876,125,83,86,49,62,101,81,63,49,98
Iso_2_877,49,100,79,55,72,115,77,48,84,108
Iso_2_878,377,389,225,294,259,254,325,284,177,260
Iso_2_879,182,236,333,250,182,238,247,405,216,249
Iso_2_880,213,236,191,176,221,37,31,88,241,716
Iso_2_881,374,415,463,352,425,581,369,262,353,298
Iso_2_882,11,13,3,18,17,7,31,4,11,9
Iso_2_883,239,274,288,221,288,281,202,246,276,286
Iso_2_884,387,447,430,461,479,453,561,576,553,517
Iso_2_885,25,21,20,8,18,14,12,14,23,8
Iso_2_886,592,602,547,519,544,546,578,604,546,515
Iso_2_887,22,40,40,22,18,42,15,21,17,34
Iso_2_888,108,57,56,100,70,90,88,97,56,77
Iso_2_889,29,15,31,8,26,23,18,29,10,47
Iso_2_890,74,60,56,67,25,81,27,42,47,64
Iso_2_891,163,158,182,176,157,132,156,170,157,152
Iso_2_892,68,40,34,61,21,58,111,38,83,62
Iso_2_893,1325,1415,1183,1647,1364,1418,975,1277,1018,1667
Iso_2_894,302,339,359,427,351,341,299,339,256,282
Iso_2_895,167,143,100,62,129,79,58,66,105,70
Iso_2_896,1089,902,1021,866,871,917,567,840,1152,869
Iso_2_897,712,401,743,613,673,499,606,547,684,420
Iso_2_898,329,292,260,365,328,279,414,304,360,282
Iso_2_899,10,5,8,8,5,2,12,15,8,10
Iso_2_900,17,20,20,32,12,23,15,19,37,18
Iso_2_901,643,629,515,404,593,641,555,650,628,473
Iso_2_902,7,70,19,36,31,32,17,65,28,21
Iso_2_903,38,38,43,38,37,30,45,26,29,39
Iso_2_904,52,57,35,33,30,48,61,53,34,62
Iso_2_905,220,69,151,86,195,112,149,64,112,96
Iso_2_906,2,5,2,2,5,1,1,2,2,6
Iso_2_907,17,50,56,17,50,112,42,46,33,21
Iso_2_908,456,502,600,318,423,428,497,448,487,339
Iso_2_909,265,257,313,249,321,364,350,278,356,246
Iso_2_910,43,80,49,54,71,79,63,53,72,58
Iso_2_911,0,0,0,1,0,0,1,0,0,0
Iso_2_912,532,497,483,562,585,396,383,459,423,531
Iso_2_913,635,422,338,298,438,418,421,397,573,305
Iso_2_914,796,944,844,729,464,740,639,931,610,837
Iso_2_915,8,5,4,26,0,23,18,5,1,17
Iso_2_916,9,14,11,18,21,27,28,36,15,7
Iso_2_917,157,190,252,237,211,101,57,136,193,110
Iso_2_918,28,22,17,15,9,17,18,21,25,12
Iso_2_919,0,1,6,1,1,2,1,5,1,10
Iso_2_920,393,306,310,193,388,335,217,342,315,258
Iso_2_921,10,2,8,2,4,2,5,1,5,9
Iso_2_922,735,883,905,939,935,955,1077,670,981,911
Iso_2_923,10,39,35,46,40,23,41,11,6,19
Iso_2_924,209,128,208,167,132,136,182,241,169,203
Iso_2_925,0,0,2,3,2,3,0,1,1,2
Iso_2_926,24,23,13,16,14,19,10,21,16,24
Iso_2_927,1004,1307,726,1345,904,961,754,1052,832,775
Iso_2_928,67,84,89,102,66,78,61,89,78,67
Iso_2_929,54,56,69,63,88,45,72,60,52,38
Iso_2_930,196,172,228,476,216,129,224,224,176,166
Iso_2_931,63,50,122,14,88,37,22,52,103,26
Iso_2_932,329,417,240,313,332,300,266,302,238,294
Iso_2_933,2,0,0,0,1,2,2,0,2,0
Iso_2_934,30,42,48,45,37,31,39,37,89,28
Iso_2_935,228,194,293,126,102,211,145,163,114,168
Iso_2_936,57,65,90,82,68,103,71,71,82,55
Iso_2_937,112,106,160,97,114,163,67,180,89,149
Iso_2_938,68,51,70,53,50,58,57,49,69,53
Iso_2_939,97,81,125,144,163,113,97,76,112,145
Iso_2_940,147,200,24,94,67,159,93,115,138,42
Iso_2_941,315,248,375,298,338,360,367,346,335,330
Iso_2_942,46,56,36,70,85,34,32,60,38,63
Iso_2_943,175,172,160,94,125,189,163,153,148,146
Iso_2_944,100,88,91,111,120,93,108,88,100,101
Iso_2_945,10,14,14,8,13,8,10,8,19,9
Iso_2_946,595,787,532,510,496,657,580,710,628,551
Iso_2_947,4,22,19,7,14,17,45,28,25,31
Iso_2_948,67,65,112,103,78,121,131,98,162,33
Iso_2_949,27,34,53,43,27,21,7,8,21,41
Iso_2_950,24,9,22,30,23,41,21,30,43,33
Iso_2_951,23,16,27,39,24,17,40,14,17,33
Iso_2_952,345,332,343,195,547,380,365,411,430,445
Iso_2_953,19,12,3,12,6,9,2,17,12,2
Iso_2_954,14,27,7,17,12,15,23,9,20,23
Iso_2_955,1,3,0,4,1,1,4,4,4,0
Iso_2_956,90,120,76,113,83,110,106,86,92,117
Iso_2_957,285,285,253,382,290,274,280,313,229,275
Iso_2_958,665,402,398,599,448,484,720,542,438,381
Iso_2_959,315,448,311,465,336,340,353,426,247,353
Iso_2_960,362,176,192,319,263,231,272,348,356,297
Iso_2_961,97,96,116,108,36,33,44,116,52,37
Iso_2_962,51,28,25,8,8,34,19,62,20,28
Iso_2_963,328,137,260,367,217,330,313,406,188,119
Iso_2_964,273,284,214,196,190,296,249,207,186,360
Iso_2_965,22,28,38,56,84,37,33,40,53,49
Iso_2_966,573,695,616,625,593,541,584,590,653,658
Iso_2_967,951,1681,1281,1240,1027,1807,1192,1337,912,879
Iso_2_968,415,392,420,349,319,604,264,390,376,581
Iso_2_969,31,57,76,147,75,180,58,206,74,105
Iso_2_970,105,79,146,127,82,67,116,154,111,116
Iso_2_971,228,118,194,129,229,143,170,211,253,166
Iso_2_972,4490,4888,4270,4467,3554,3596,3661,4098,3222,4410
Iso_2_973,109,153,69,65,53,128,74,114,116,61
Iso_2_974,382,510,668,475,528,374,445,452,304,379
Iso_2_975,111,63,55,78,41,64,54,51,61,79
Iso_2_976,27,23,89,32,33,47,18,36,56,26
Iso_2_977,48,53,86,145,91,79,91,47,108,103
Iso_2_978,12,13,14,22,22,16,50,16,49,23
Iso_2_979,148,231,205,123,160,203,155,251,254,234
Iso_2_980,105,102,100,96,89,79,97,115,87,72
Iso_2_981,268,515,306,452,363,399,417,514,290,469
Iso_2_982,174,107,119,129,146,107,179,157,144,115
Iso_2_983,21,25,24,22,7,22,8,12,29,27
Iso_2_984,246,360,277,274,256,278,244,270,210,223
Iso_2_985,61,32,22,37,22,41,35,23,42,59
Iso_2_986,351,230,273,340,279,266,187,188,309,373
Iso_2_987,1407,1456,1352,1593,1771,1372,1468,1623,1562,1552
Iso_2_988,232,213,289,285,331,206,240,240,251,231
Iso_2_989,805,1141,495,1138,1057,1743,373,1263,1229,522
Iso_2_990,32,30,43,53,34,43,5,23,32,39
Iso_2_991,188,210,206,168,319,161,213,243,219,202
Iso_2_992,1458,943,1186,1302,1111,1161,896,992,1222,1028
Iso_2_993,13,14,33,13,57,23,46,18,34,17
Iso_2_994,297,398,295,288,320,337,358,300,318,355
Iso_2_995,325,710,397,401,312,360,444,335,446,309
Iso_2_996,140,106,86,198,200,121,84,89,67,150
Iso_2_997,805,655,607,488,340,532,673,693,632,987
Iso_2_998,343,334,316,419,404,316,328,398,333,313
Iso_2_999,173,188,459,348,336,222,364,221,335,196
Iso_2_1000,373,149,287,209,188,150,190,147,78,167
Iso_2_1001,625,598,844,788,703,739,755,654,666,743
Iso_2_1002,1123,833,903,1012,734,865,820,1269,1057,1000
Iso_2_1003,713,623,712,838,724,792,748,543,775,557
Iso_2_1004,3441,3172,3135,3097,2614,2930,2981,2599,3293,2530
Iso_2_1005,417,287,494,374,376,302,401,330,426,353
Iso_2_1006,93,32,66,101,80,89,83,66,70,96
Iso_2_1007,423,391,325,344,452,492,448,336,420,545
Iso_2_1008,25,25,29,14,21,36,17,34,28,13
Iso_2_1009,64,37,54,60,48,65,46,46,48,56
Iso_2_1010,505,761,728,648,489,646,811,604,750,591
Iso_2_1011,208,279,200,293,212,276,286,242,225,330
Iso_2_1012,684,656,617,372,509,713,387,755,470,535
Iso_2_1013,15,16,9,14,10,30,28,38,20,19
Iso_2_1014,169,117,131,149,119,102,125,146,156,198
Iso_2_1015,338,341,311,263,344,295,255,338,312,382
Iso_2_1016,29,18,13,8,25,6,27,8,39,41
Iso_2_1017,97,137,72,18,58,102,121,66,59,133
Iso_2_1018,93,100,75,116,87,92,82,123,77,43
Iso_2_1019,416,456,363,422,453,593,431,378,344,362
Iso_2_1020,64,89,69,109,101,164,145,48,61,84
Iso_2_1021,62,121,163,116,86,88,63,112,130,115
Iso_2_1022,231,123,341,113,298,249,178,144,117,150
Iso_2_1023,243,221,174,221,168,265,159,193,225,188
Iso_2_1024,30,54,41,50,21,37,48,43,38,48
Iso_2_1025,214,244,297,229,288,246,276,272,264,219
Iso_2_1026,1,2,1,0,2,3,0,1,2,2
Iso_2_1027,118,151,600,132,225,291,519,284,211,75
Iso_2_1028,143,139,146,164,241,122,243,140,217,172
Iso_2_1029,27,22,53,134,76,48,32,111,30,125
Iso_2_1030,2,6,1,3,2,4,2,2,1,0
Iso_2_1031,30,9,27,10,16,7,9,16,19,10
Iso_2_1032,523,397,595,455,443,569,619,403,558,610
Iso_2_1033,33,21,44,17,33,18,25,21,19,48
Iso_2_1034,139,148,127,152,161,127,110,120,132,152
Iso_2_1035,3,8,13,4,3,8,14,8,2,11
Iso_2_1036,67,62,47,42,64,53,39,54,46,52
Iso_2_1037,643,1062,423,815,441,765,811,602,877,326
Iso_2_1038,41,56,37,35,60,71,39,54,39,51
Iso_2_1039,6,2,0,1,14,6,3,3,7,4
Iso_2_1040,231,151,273,257,305,275,253,146,177,198
Iso_2_1041,294,286,241,292,294,315,290,252,206,421
Iso_2_1042,1193,1260,1308,1410,1105,1187,1343,1489,1311,1557
Iso_2_1043,421,373,592,780,591,783,586,856,369,616
Iso_2_1044,52,103,81,109,137,85,52,76,33,39
Iso_2_1045,5,13,16,12,7,7,20,9,14,15
Iso_2_1046,84,70,39,70,90,101,111,109,139,138
Iso_2_1047,44,24,48,54,23,40,56,36,36,35
Iso_2_1048,104,132,35,14,80,2,92,149,47,62
Iso_2_1049,25,27,13,28,29,16,20,3,38,5
Iso_2_1050,429,497,537,171,346,278,743,330,383,507
Iso_2_1051,3770,5384,4913,3723,4661,4106,5745,5797,4730,7386
Iso_2_1052,1542,1089,1762,1272,1623,1695,1570,1093,1572,1317
Iso_2_1053,17,3,11,6,7,7,7,2,14,33
Iso_2_1054,4,3,2,4,1,4,9,1,8,2
Iso_2_1055,8,7,8,12,7,12,21,22,3,46
Iso_2_1056,190,204,171,161,201,123,210,170,161,152
Iso_2_1057,266,366,241,233,219,176,301,179,185,150
Iso_2_1058,1,4,3,1,2,1,3,2,1,1
Iso_2_1059,409,482,988,597,426,946,550,856,395,604
Iso_2_1060,29,36,51,40,45,71,37,38,42,33
Iso_2_1061,34,25,23,16,21,16,24,19,22,24
Iso_2_1062,2561,2089,3029,3153,2270,2762,2416,3023,2539,3096
Iso_2_1063,107,84,145,130,144,68,161,131,95,119
Iso_2_1064,25,47,40,27,37,25,42,34,28,30
Iso_2_1065,234,419,282,323,178,416,259,464,504,664
Iso_2_1066,59,14,12,24,39,23,41,19,29,36
Iso_2_1067,7,15,15,20,32,15,20,12,15,14
Iso_2_1068,1607,1697,1658,1708,1899,1414,1146,1349,1069,1313
Iso_2_1069,452,699,580,572,561,681,503,703,508,613
Iso_2_1070,2977,3516,3350,3447,3046,2492,3562,2949,3632,3112
Iso_2_1071,201,110,135,99,163,112,174,154,132,135
Iso_2_1072,167,214,256,210,168,160,138,216,243,188
Iso_2_1073,1463,1676,1885,1431,1693,1450,1268,1081,1737,1788
Iso_2_1074,65,94,52,106,65,82,75,75,75,59
Iso_2_1075,54,55,37,30,25,31,31,30,55,40
Iso_2_1076,37,62,26,56,44,41,49,61,45,67
Iso_2_1077,142,155,140,151,168,187,121,144,93,146
Iso_2_1078,1311,1226,1689,1576,1268,1385,1302,2039,1513,1512
Iso_2_1079,1578,1464,1279,1704,1499,1179,2043,1788,1422,1333
Iso_2_1080,135,149,102,288,129,154,171,117,115,147
Iso_2_1081,108,178,187,107,104,167,154,207,159,219
Iso_2_1082,313,430,309,307,269,385,491,289,310,357
Iso_2_1083,505,464,624,407,639,351,528,409,648,551
Iso_2_1084,332,395,430,402,308,358,302,291,320,314
Iso_2_1085,714,547,332,624,792,329,463,456,312,438
Iso_2_1086,96,88,115,142,133,141,79,138,92,40
Iso_2_1087,569,635,600,543,481,501,478,534,602,638
Iso_2_1088,215,273,196,199,217,220,222,242,201,245
Iso_2_1089,218,160,164,215,258,193,117,179,163,146
Iso_2_1090,522,539,428,535,668,587,295,436,556,436
Iso_2_1091,479,499,405,518,537,435,567,393,312,405
Iso_2_1092,7,7,0,2,1,4,3,4,5,3
Iso_2_1093,2,8,1,3,4,2,0,2,2,2
Iso_2_1094,236,301,204,258,213,221,268,267,244,256
Iso_2_1095,160,126,125,134,130,161,200,143,191,168
Iso_2_1096,14,8,11,4,21,14,10,9,5,12
Iso_2_1097,227,396,464,335,281,237,312,259,443,273
Iso_2_1098,7,3,4,3,7,0,6,4,2,7
Iso_2_1099,6,31,158,140,36,23,23,9,69,76
Iso_2_1100,33,20,53,35,46,33,36,45,32,22
Iso_2_1101,411,353,394,477,813,627,387,454,253,589
Iso_2_1102,242,286,226,250,153,148,263,147,165,351
Iso_2_1103,24,31,29,28,27,26,40,33,37,20
Iso_2_1104,6,6,9,11,8,11,20,5,8,5
Iso_2_1105,22,18,27,25,13,33,35,26,22,18
Iso_2_1106,258,201,156,167,224,212,183,206,398,401
Iso_2_1107,145,95,129,317,474,264,188,375,108,132
Iso_2_1108,0,0,0,1,0,2,0,3,0,2
Iso_2_1109,60,50,58,68,38,67,70,64,42,91
Iso_2_1110,252,170,250,264,195,261,203,200,173,249
Iso_2_1111,5,5,5,7,0,10,0,14,7,4
Iso_2_1112,9,5,16,12,14,8,23,22,8,9
Iso_2_1113,20,55,16,24,25,28,39,33,19,67
Iso_2_1114,491,447,403,431,539,413,583,509,476,487
Iso_2_1115,33,24,23,54,35,17,26,33,8,20
Iso_2_1116,6554,11246,4229,9139,2907,5660,6133,6655,7516,7660
Iso_2_1117,16,25,58,43,60,57,25,82,75,46
Iso_2_1118,7,23,15,14,14,15,7,4,9,7
Iso_2_1119,2670,2104,2295,1901,2314,2815,2730,2538,2095,2164
Iso_2_1120,1476,2731,1280,1378,1838,1570,1517,1688,1929,1560
Iso_2_1121,142,201,165,194,184,185,158,163,266,275
Iso_2_1122,424,473,383,429,446,443,405,450,316,355
Iso_2_1123,0,2,0,1,0,2,1,3,3,0
Iso_2_1124,13,24,23,14,15,29,34,18,12,29
Iso_2_1125,145,49,87,81,84,80,72,71,56,56
Iso_2_1126,867,656,770,874,847,761,880,848,686,839
Iso_2_1127,13,8,27,20,15,15,38,14,17,24
Iso_2_1128,79,79,105,97,62,78,97,78,58,81
Iso_2_1129,257,265,219,316,313,333,500,213,201,319
Iso_2_1130,363,499,506,601,447,443,522,500,475,383
Iso_2_1131,537,541,266,585,523,422,235,592,447,422
Iso_2_1132,764,1004,955,917,737,882,883,834,824,799
Iso_2_1133,63,96,32,27,65,74,13,65,49,58
Iso_2_1134,300,234,398,282,231,385,265,267,328,317
Iso_2_1135,91,55,59,87,53,58,48,80,91,44
Iso_2_1136,18,13,27,31,22,18,27,27,23,31
Iso_2_1137,118,129,136,28,114,59,100,103,63,43
Iso_2_1138,85,34,44,3,49,45,25,36,30,13
Iso_2_1139,232,280,205,176,261,251,211,257,281,196
Iso_2_1140,526,539,560,462,263,518,382,548,597,380
Iso_2_1141,318,253,282,230,227,189,288,222,277,237
Iso_2_1142,14,22,33,33,44,31,29,20,21,37
Iso_2_1143,3,6,3,2,5,10,10,1,2,2
Iso_2_1144,105,305,166,124,241,95,101,204,69,254
Iso_2_1145,644,699,797,598,623,793,777,541,544,448
Iso_2_1146,42,43,45,23,34,52,20,57,16,49
Iso_2_1147,8,33,50,29,16,38,24,43,26,23
Iso_2_1148,2,1,0,5,2,5,4,4,2,0
Iso_2_1149,288,236,356,246,255,217,292,402,287,263
Iso_2_1150,65,71,50,70,72,79,50,74,81,46
Iso_2_1151,148,169,173,119,148,144,169,183,160,153
Iso_2_1152,58,19,18,18,12,23,18,10,23,24
Iso_2_1153,11,27,18,12,20,54,45,32,21,80
Iso_2_1154,66,83,75,95,86,94,65,92,62,68
Iso_2_1155,12,16,7,11,12,12,8,22,10,18
Iso_2_1156,138,70,170,102,115,111,136,171,132,245
Iso_2_1157,355,661,468,366,517,442,633,392,743,313
Iso_2_1158,45,50,37,61,44,68,39,54,38,38
Iso_2_1159,10,17,14,15,17,28,25,15,14,13
Iso_2_1160,740,578,708,899,657,696,615,649,671,582
Iso_2_1161,1231,1836,1567,1224,1801,1501,1002,1518,1090,1123
Iso_2_1162,44,47,3,42,26,53,20,27,12,52
Iso_2_1163,27,28,17,20,16,11,32,26,31,30
Iso_2_1164,38,17,6,17,44,25,13,17,14,25
Iso_2_1165,133,133,168,178,136,147,198,126,146,193
Iso_2_1166,30,73,90,84,45,72,17,62,32,17
Iso_2_1167,98,177,143,85,167,150,84,105,122,126
Iso_2_1168,0,0,1,0,0,0,0,0,2,3
Iso_2_1169,244,414,273,353,275,271,274,250,290,300
Iso_2_1170,47,63,215,79,103,141,43,88,105,98
Iso_2_1171,29,40,58,30,21,41,50,21,19,39
Iso_2_1172,4,1,3,4,5,2,0,0,6,2
Iso_2_1173,223,137,127,79,138,72,157,114,109,260
Iso_2_1174,3052,1770,1732,2497,1783,2047,3571,2470,2542,2562
Iso_2_1175,137,61,124,118,70,120,93,125,53,155
Iso_2_1176,204,225,196,259,230,232,248,260,203,259
Iso_2_1177,161,58,95,40,60,33,49,228,85,64
Iso_2_1178,53,82,54,27,67,98,93,42,58,100
Iso_2_1179,178,236,221,160,281,162,304,152,228,191
Iso_2_1180,573,511,758,621,639,545,943,418,828,772
Iso_2_1181,553,413,501,491,317,360,420,389,503,494
Iso_2_1182,271,289,279,216,356,260,172,295,324,208
Iso_2_1183,63,63,59,101,53,76,63,65,47,65
Iso_2_1184,417,327,348,365,248,393,344,410,394,359
Iso_2_1185,196,204,120,124,136,126,164,235,105,227
Iso_2_1186,65,33,26,39,27,40,39,33,42,27
Iso_2_1187,240,324,219,345,378,243,345,384,386,335
Iso_2_1188,32,23,24,27,31,14,32,25,46,24
Iso_2_1189,394,185,247,160,145,259,203,159,178,240
Iso_2_1190,314,459,573,505,228,498,286,268,555,257
Iso_2_1191,372,339,212,120,296,233,154,252,328,271
Iso_2_1192,1135,1064,1306,1409,1507,1202,1326,1349,1144,1202
Iso_2_1193,488,416,426,300,356,543,414,440,355,388
Iso_2_1194,160,134,178,163,174,173,172,161,188,147
Iso_2_1195,61,94,20,35,21,50,64,69,65,115
Iso_2_1196,102,78,167,111,188,103,116,102,123,116
Iso_2_1197,567,601,626,659,692,618,534,513,544,633
Iso_2_1198,729,313,438,481,499,506,320,649,669,742
Iso_2_1199,93,56,92,71,115,87,54,89,52,61
Iso_2_1200,265,238,330,341,316,260,323,313,360,515
Iso_2_1201,85,77,110,153,70,63,90,171,62,99
Iso_2_1202,319,376,375,360,296,336,357,373,461,351
Iso_2_1203,1913,3559,1320,2343,2088,1163,2069,1798,1917,2777
Iso_2_1204,332,251,304,189,369,251,384,293,301,291
Iso_2_1205,105,154,117,185,185,180,130,111,120,176
Iso_2_1206,25,37,11,12,17,31,26,36,20,6
Iso_2_1207,125,211,196,199,116,162,90,116,98,179
Iso_2_1208,14,10,13,10,13,10,13,11,4,7
Iso_2_1209,256,107,188,68,153,68,189,115,158,111
Iso_2_1210,81,111,39,16,130,73,45,56,24,75
Iso_2_1211,62,29,51,65,48,37,69,55,47,52
Iso_2_1212,0,0,0,0,2,1,0,1,0,0
Iso_2_1213,65,31,37,52,62,40,57,44,33,33
Iso_2_1214,9,16,16,14,19,14,17,9,16,8
Iso_2_1215,149,121,254,157,203,130,351,169,258,273
Iso_2_1216,108,119,57,131,82,138,106,182,103,69
Iso_2_1217,253,279,196,284,267,265,327,385,189,260
Iso_2_1218,495,262,235,824,393,433,262,331,404,364
Iso_2_1219,918,961,864,858,906,841,897,648,829,937
Iso_2_1220,117,98,94,121,84,99,125,115,81,128
Iso_2_1221,42,55,26,28,29,36,51,23,29,31
Iso_2_1222,182,119,64,54,152,114,207,81,176,151
Iso_2_1223,553,378,243,323,239,287,254,241,278,300
Iso_2_1224,27,45,38,38,49,46,34,42,29,47
Iso_2_1225,39,50,67,60,34,49,32,65,47,63
Iso_2_1226,1,0,1,0,0,0,2,0,0,0
Iso_2_1227,531,702,668,581,842,716,649,991,672,666
Iso_2_1228,144,19,68,229,50,45,88,87,102,66
Iso_2_1229,2128,659,2191,668,1546,1758,3463,1262,2153,1741
Iso_2_1230,34,37,18,12,19,48,35,77,112,22
Iso_2_1231,678,695,817,618,694,732,537,610,612,749
Iso_2_1232,59,67,38,49,47,42,54,40,55,47
Iso_2_1233,120,168,48,142,63,67,89,139,179,65
Iso_2_1234,25,19,19,14,10,22,9,14,9,32
Iso_2_1235,132,110,78,70,99,80,109,67,64,72
Iso_2_1236,82,52,82,86,96,84,94,102,84,78
Iso_2_1237,30,53,52,75,96,34,50,49,54,42
Iso_2_1238,108,162,448,447,1011,417,498,326,243,336
Iso_2_1239,14,42,39,26,46,68,53,48,80,43
Iso_2_1240,64,38,48,89,69,32,49,52,33,64
Iso_2_1241,2,0,1,2,0,0,0,0,0,0
Iso_2_1242,8,2,5,4,3,0,2,2,1,3
Iso_2_1243,269,141,268,183,268,256,196,134,139,204
Iso_2_1244,233,276,256,202,183,170,246,280,278,208
Iso_2_1245,11,17,22,12,10,11,18,9,11,18
Iso_2_1246,1331,1183,1347,1494,1673,1380,1792,1526,1525,1511
Iso_2_1247,196,197,187,264,134,197,158,164,136,205
Iso_2_1248,53,43,51,56,39,59,53,57,51,53
Iso_2_1249,397,393,411,583,344,621,376,470,540,439
Iso_2_1250,263,184,119,161,164,217,136,220,121,106
Iso_2_1251,401,198,944,442,464,591,782,527,840,541
Iso_2_1252,974,971,1230,953,1139,785,1367,1419,884,897
Iso_2_1253,1609,1992,1984,2400,2089,2575,1545,1986,2378,2358
Iso_2_1254,141,74,16,70,93,49,75,27,132,187
Iso_2_1255,22,9,22,35,48,13,27,20,17,25
